No,year,month,day,hour,DEWP,PRES,Iws,Is,Ir,TEMP
28054,2013,3,14,21,-4,1024,26.82,0,0,3
28055,2013,3,14,22,-3,1024,28.61,0,0,3
28056,2013,3,14,23,-3,1024,30.4,0,0,3
28057,2013,3,15,0,-3,1024,0.89,0,0,2
28058,2013,3,15,1,-3,1023,1.78,0,0,1
28059,2013,3,15,2,-4,1023,0.89,0,0,0
28060,2013,3,15,3,-5,1022,0.89,0,0,0
28061,2013,3,15,4,-4,1022,2.68,0,0,-1
28062,2013,3,15,5,-3,1022,0.89,0,0,-1
28063,2013,3,15,6,-3,1022,1.78,0,0,-2
28064,2013,3,15,7,-3,1022,1.79,0,0,-1
28065,2013,3,15,8,-1,1022,0.89,0,0,1
28066,2013,3,15,9,-2,1022,0.89,0,0,3
28067,2013,3,15,10,-1,1022,0.89,0,0,5
28068,2013,3,15,11,-2,1021,1.79,0,0,6
28069,2013,3,15,12,-1,1020,0.89,0,0,8
28070,2013,3,15,13,-2,1019,1.79,0,0,10
28071,2013,3,15,14,-2,1018,3.13,0,0,11
28072,2013,3,15,15,-1,1017,1.79,0,0,11
28073,2013,3,15,16,-1,1017,3.58,0,0,11
28074,2013,3,15,17,0,1017,1.79,0,0,11
28075,2013,3,15,18,1,1017,1.79,0,0,9
28076,2013,3,15,19,1,1018,2.68,0,0,9
28077,2013,3,15,20,2,1018,3.57,0,0,7
28078,2013,3,15,21,2,1020,4.46,0,0,6
28079,2013,3,15,22,1,1020,0.89,0,0,5
28080,2013,3,15,23,1,1021,1.79,0,0,4
28081,2013,3,16,0,0,1021,4.92,0,0,3
28082,2013,3,16,1,0,1021,8.05,0,0,2
28083,2013,3,16,2,0,1022,12.07,0,0,4
28084,2013,3,16,3,0,1022,13.86,0,0,4
28085,2013,3,16,4,0,1023,1.79,0,0,4
28086,2013,3,16,5,0,1023,3.13,0,0,2
28087,2013,3,16,6,0,1024,6.26,0,0,3
28088,2013,3,16,7,0,1025,8.05,0,0,3
28089,2013,3,16,8,0,1025,11.18,0,0,6
28090,2013,3,16,9,0,1026,14.31,0,0,9
28091,2013,3,16,10,0,1026,17.44,0,0,11
28092,2013,3,16,11,-1,1026,0.89,0,0,14
28093,2013,3,16,12,-2,1025,2.68,0,0,14
28094,2013,3,16,13,-3,1024,1.79,0,0,14
28095,2013,3,16,14,-3,1023,6.71,0,0,15
28096,2013,3,16,15,-2,1022,10.73,0,0,14
28097,2013,3,16,16,-2,1021,14.75,0,0,14
28098,2013,3,16,17,-1,1021,18.77,0,0,13
28099,2013,3,16,18,2,1020,22.79,0,0,12
28100,2013,3,16,19,3,1020,25.92,0,0,10
28101,2013,3,16,20,3,1020,29.05,0,0,10
28102,2013,3,16,21,2,1020,32.18,0,0,8
28103,2013,3,16,22,1,1020,35.31,0,0,7
28104,2013,3,16,23,0,1019,0.89,0,0,6
28105,2013,3,17,0,1,1018,0.89,0,0,6
28106,2013,3,17,1,1,1018,2.68,0,0,5
28107,2013,3,17,2,0,1017,0.89,0,0,5
28108,2013,3,17,3,0,1016,1.78,0,0,4
28109,2013,3,17,4,0,1014,2.23,0,0,5
28110,2013,3,17,5,0,1014,3.12,0,0,4
28111,2013,3,17,6,0,1013,1.79,0,0,4
28112,2013,3,17,7,0,1012,3.58,0,0,3
28113,2013,3,17,8,1,1011,0.89,0,0,5
28114,2013,3,17,9,1,1011,1.79,0,0,6
28115,2013,3,17,10,2,1010,3.58,0,0,8
28116,2013,3,17,11,2,1009,0.89,0,0,10
28117,2013,3,17,12,2,1008,2.68,0,0,11
28118,2013,3,17,13,3,1006,1.79,0,0,13
28119,2013,3,17,14,3,1004,3.58,0,0,15
28120,2013,3,17,15,4,1003,6.71,0,0,15
28121,2013,3,17,16,4,1002,9.84,0,0,16
28122,2013,3,17,17,3,1002,11.63,0,0,15
28123,2013,3,17,18,3,1001,13.42,0,0,11
28124,2013,3,17,19,4,1001,0.89,0,0,11
28125,2013,3,17,20,3,1002,1.79,0,0,7
28126,2013,3,17,21,5,1002,0.89,0,0,8
28127,2013,3,17,22,3,1002,1.78,0,0,7
28128,2013,3,17,23,5,1001,0.89,0,0,8
28129,2013,3,18,0,3,1002,4.91,0,0,8
28130,2013,3,18,1,3,1002,8.04,0,0,8
28131,2013,3,18,2,2,1002,12.96,0,0,5
28132,2013,3,18,3,2,1002,16.98,0,0,7
28133,2013,3,18,4,-10,1002,25.92,0,0,10
28134,2013,3,18,5,-9,1003,34.86,0,0,10
28135,2013,3,18,6,-9,1004,47.82,0,0,9
28136,2013,3,18,7,-17,1007,59.89,0,0,7
28137,2013,3,18,8,-16,1008,71.07,0,0,7
28138,2013,3,18,9,-18,1009,80.01,0,0,7
28139,2013,3,18,10,-21,1009,85.82,0,0,10
28140,2013,3,18,11,-20,1010,4.92,0,0,9
28141,2013,3,18,12,-21,1010,8.94,0,0,9
28142,2013,3,18,13,-22,1009,1.79,0,0,11
28143,2013,3,18,14,-22,1008,4.02,0,0,13
28144,2013,3,18,15,-22,1007,7.15,0,0,12
28145,2013,3,18,16,-21,1006,4.92,0,0,11
28146,2013,3,18,17,-20,1006,9.84,0,0,10
28147,2013,3,18,18,-18,1006,16.99,0,0,9
28148,2013,3,18,19,-3,1007,25.93,0,0,6
28149,2013,3,18,20,-4,1009,33.98,0,0,4
28150,2013,3,18,21,-4,1010,41.13,0,0,3
28151,2013,3,18,22,-5,1010,46.05,0,0,2
28152,2013,3,18,23,-5,1010,50.07,0,0,2
28153,2013,3,19,0,-5,1011,53.2,0,0,1
28154,2013,3,19,1,-4,1012,56.33,0,0,1
28155,2013,3,19,2,-3,1012,4.02,0,1,0
28156,2013,3,19,3,-2,1012,7.15,1,0,-1
28157,2013,3,19,4,-3,1012,8.94,0,0,0
28158,2013,3,19,5,-3,1011,10.73,0,0,0
28159,2013,3,19,6,-3,1012,11.62,0,0,0
28160,2013,3,19,7,-3,1012,12.51,0,0,0
28161,2013,3,19,8,-2,1013,1.79,0,0,2
28162,2013,3,19,9,-2,1013,3.13,0,0,3
28163,2013,3,19,10,-3,1014,4.02,0,0,3
28164,2013,3,19,11,-2,1013,3.13,0,0,4
28165,2013,3,19,12,-1,1013,6.26,0,1,5
28166,2013,3,19,13,0,1013,4.02,0,0,5
28167,2013,3,19,14,0,1013,3.13,0,0,5
28168,2013,3,19,15,1,1013,7.15,0,0,5
28169,2013,3,19,16,1,1014,11.17,0,0,4
28170,2013,3,19,17,1,1015,15.19,0,1,3
28171,2013,3,19,18,1,1016,18.32,0,2,2
28172,2013,3,19,19,1,1017,19.21,0,3,2
28173,2013,3,19,20,0,1016,0.89,1,0,1
28174,2013,3,19,21,0,1018,1.78,2,0,1
28175,2013,3,19,22,0,1022,1.79,3,0,0
28176,2013,3,19,23,0,1022,5.81,4,0,0
28177,2013,3,20,0,-1,1022,8.94,5,0,-1
28178,2013,3,20,1,-1,1023,10.73,6,0,-1
28179,2013,3,20,2,-2,1024,12.52,7,0,-2
28180,2013,3,20,3,-2,1025,0.89,8,0,-2
28181,2013,3,20,4,-2,1025,1.79,9,0,-2
28182,2013,3,20,5,-3,1025,2.68,10,0,-2
28183,2013,3,20,6,-3,1025,4.47,0,0,-3
28184,2013,3,20,7,-3,1025,7.6,0,0,-2
28185,2013,3,20,8,-2,1026,8.49,0,0,-1
28186,2013,3,20,9,-1,1027,9.38,0,0,0
28187,2013,3,20,10,-2,1027,11.17,0,0,0
28188,2013,3,20,11,-6,1026,3.13,0,0,2
28189,2013,3,20,12,-10,1025,8.05,0,0,3
28190,2013,3,20,13,-10,1024,12.97,0,0,4
28191,2013,3,20,14,-10,1023,16.99,0,0,5
28192,2013,3,20,15,-8,1022,4.02,0,0,5
28193,2013,3,20,16,-6,1021,7.15,0,0,6
28194,2013,3,20,17,-6,1021,11.17,0,0,5
28195,2013,3,20,18,-5,1020,14.3,0,0,4
28196,2013,3,20,19,-3,1020,19.22,0,0,3
28197,2013,3,20,20,-3,1020,23.24,0,0,2
28198,2013,3,20,21,-3,1020,27.26,0,0,2
28199,2013,3,20,22,-3,1020,30.39,0,0,1
28200,2013,3,20,23,-3,1019,32.18,0,0,2
28201,2013,3,21,0,-3,1018,35.31,0,0,2
28202,2013,3,21,1,-3,1018,38.44,0,0,2
28203,2013,3,21,2,-3,1017,41.57,0,0,1
28204,2013,3,21,3,-4,1016,44.7,0,0,1
28205,2013,3,21,4,-4,1015,47.83,0,0,0
28206,2013,3,21,5,-4,1014,49.62,0,0,0
28207,2013,3,21,6,-4,1014,51.41,0,0,0
28208,2013,3,21,7,-3,1013,0.89,0,0,0
28209,2013,3,21,8,-4,1013,3.13,0,0,1
28210,2013,3,21,9,-4,1012,4.92,0,0,2
28211,2013,3,21,10,-3,1011,0.89,0,0,4
28212,2013,3,21,11,-3,1010,1.79,0,0,4
28213,2013,3,21,12,-3,1009,3.58,0,0,6
28214,2013,3,21,13,-3,1008,0.89,0,0,7
28215,2013,3,21,14,-2,1007,2.68,0,0,8
28216,2013,3,21,15,-2,1006,1.79,0,0,8
28217,2013,3,21,16,-2,1006,0.89,0,0,8
28218,2013,3,21,17,-1,1005,3.13,0,0,8
28219,2013,3,21,18,-1,1006,8.05,0,0,6
28220,2013,3,21,19,-1,1007,11.18,0,0,5
28221,2013,3,21,20,-1,1008,1.79,0,0,5
28222,2013,3,21,21,-1,1009,4.02,0,0,4
28223,2013,3,21,22,-1,1011,8.04,0,0,5
28224,2013,3,21,23,-1,1011,11.17,0,0,4
28225,2013,3,22,0,-1,1013,16.09,0,0,2
28226,2013,3,22,1,-4,1014,4.02,0,0,2
28227,2013,3,22,2,-7,1014,8.04,0,0,6
28228,2013,3,22,3,-7,1015,4.02,0,0,3
28229,2013,3,22,4,-5,1015,8.04,0,0,2
28230,2013,3,22,5,-8,1017,1.79,0,0,3
28231,2013,3,22,6,-10,1018,5.81,0,0,3
28232,2013,3,22,7,-10,1019,1.79,0,0,3
28233,2013,3,22,8,-14,1020,0.89,0,0,6
28234,2013,3,22,9,-13,1020,1.79,0,0,7
28235,2013,3,22,10,-13,1020,1.79,0,0,8
28236,2013,3,22,11,-7,1020,4.92,0,0,8
28237,2013,3,22,12,-9,1019,8.94,0,0,8
28238,2013,3,22,13,-7,1018,14.75,0,0,9
28239,2013,3,22,14,-8,1018,19.67,0,0,10
28240,2013,3,22,15,-6,1017,25.48,0,0,10
28241,2013,3,22,16,-7,1016,31.29,0,0,10
28242,2013,3,22,17,-6,1016,37.1,0,0,10
28243,2013,3,22,18,-5,1016,42.91,0,0,9
28244,2013,3,22,19,-5,1017,46.93,0,0,7
28245,2013,3,22,20,-4,1017,51.85,0,0,6
28246,2013,3,22,21,-4,1018,55.87,0,0,4
28247,2013,3,22,22,-4,1018,59.89,0,0,4
28248,2013,3,22,23,-3,1018,64.81,0,0,2
28249,2013,3,23,0,-3,1018,68.83,0,0,1
28250,2013,3,23,1,-3,1017,71.96,0,0,0
28251,2013,3,23,2,-3,1016,73.75,0,0,0
28252,2013,3,23,3,-3,1015,75.54,0,0,1
28253,2013,3,23,4,-3,1015,79.56,0,0,1
28254,2013,3,23,5,-3,1014,82.69,0,0,0
28255,2013,3,23,6,-3,1014,86.71,0,0,0
28256,2013,3,23,7,-3,1014,89.84,0,0,1
28257,2013,3,23,8,-4,1012,94.76,0,0,1
28258,2013,3,23,9,-4,1011,97.89,0,0,3
28259,2013,3,23,10,-4,1011,101.02,0,0,3
28260,2013,3,23,11,-5,1011,1.79,0,0,3
28261,2013,3,23,12,-5,1011,1.79,0,0,6
28262,2013,3,23,13,-6,1010,0.89,0,0,5
28263,2013,3,23,14,-6,1010,1.78,0,0,8
28264,2013,3,23,15,-5,1009,1.79,0,0,8
28265,2013,3,23,16,-10,1010,12.07,0,0,13
28266,2013,3,23,17,-11,1011,25.93,0,0,12
28267,2013,3,23,18,-11,1014,38,0,0,9
28268,2013,3,23,19,-13,1017,47.83,0,0,7
28269,2013,3,23,20,-13,1018,57.66,0,0,6
28270,2013,3,23,21,-15,1020,64.81,0,0,5
28271,2013,3,23,22,-14,1021,69.73,0,0,3
28272,2013,3,23,23,-15,1022,4.92,0,0,3
28273,2013,3,24,0,-16,1023,9.84,0,0,2
28274,2013,3,24,1,-16,1023,15.65,0,0,2
28275,2013,3,24,2,-15,1023,21.46,0,0,1
28276,2013,3,24,3,-13,1024,26.38,0,0,0
28277,2013,3,24,4,-13,1023,5.81,0,0,-1
28278,2013,3,24,5,-12,1024,3.13,0,0,-1
28279,2013,3,24,6,-12,1024,4.92,0,0,-1
28280,2013,3,24,7,-13,1025,1.79,0,0,1
28281,2013,3,24,8,-17,1025,6.71,0,0,4
28282,2013,3,24,9,-17,1025,11.63,0,0,4
28283,2013,3,24,10,-18,1025,15.65,0,0,6
28284,2013,3,24,11,-17,1024,1.79,0,0,6
28285,2013,3,24,12,-18,1023,3.13,0,0,8
28286,2013,3,24,13,-18,1022,6.26,0,0,8
28287,2013,3,24,14,-19,1021,0.89,0,0,8
28288,2013,3,24,15,-19,1019,2.68,0,0,9
28289,2013,3,24,16,-18,1018,4.02,0,0,9
28290,2013,3,24,17,-17,1018,8.04,0,0,9
28291,2013,3,24,18,-15,1018,11.17,0,0,8
28292,2013,3,24,19,-14,1019,14.3,0,0,6
28293,2013,3,24,20,-14,1019,18.32,0,0,6
28294,2013,3,24,21,-13,1020,20.11,0,0,5
28295,2013,3,24,22,-12,1021,23.24,0,0,4
28296,2013,3,24,23,-10,1021,0.89,0,0,3
28297,2013,3,25,0,-7,1022,4.02,0,0,2
28298,2013,3,25,1,-7,1022,7.15,0,0,2
28299,2013,3,25,2,-5,1023,12.07,0,0,0
28300,2013,3,25,3,-5,1023,16.09,0,0,0
28301,2013,3,25,4,-5,1023,19.22,0,0,-1
28302,2013,3,25,5,-6,1023,0.89,0,0,-1
28303,2013,3,25,6,-6,1024,1.78,0,0,-1
28304,2013,3,25,7,-5,1024,2.67,0,0,0
28305,2013,3,25,8,-5,1024,3.56,0,0,1
28306,2013,3,25,9,-6,1024,1.79,0,0,3
28307,2013,3,25,10,-7,1024,1.79,0,0,4
28308,2013,3,25,11,-8,1023,3.58,0,0,6
28309,2013,3,25,12,-8,1022,3.13,0,0,7
28310,2013,3,25,13,-8,1021,3.13,0,0,9
28311,2013,3,25,14,-9,1020,4.92,0,0,10
28312,2013,3,25,15,-9,1019,3.13,0,0,11
28313,2013,3,25,16,-9,1019,6.26,0,0,11
28314,2013,3,25,17,-10,1018,10.28,0,0,11
28315,2013,3,25,18,-9,1018,13.41,0,0,10
28316,2013,3,25,19,-9,1018,15.2,0,0,8
28317,2013,3,25,20,-8,1019,16.99,0,0,7
28318,2013,3,25,21,-7,1019,18.78,0,0,7
28319,2013,3,25,22,-7,1019,20.57,0,0,6
28320,2013,3,25,23,-7,1018,22.36,0,0,4
28321,2013,3,26,0,-8,1018,25.49,0,0,5
28322,2013,3,26,1,-8,1018,28.62,0,0,5
28323,2013,3,26,2,-8,1017,30.41,0,0,4
28324,2013,3,26,3,-7,1017,32.2,0,0,2
28325,2013,3,26,4,-6,1016,0.45,0,0,1
28326,2013,3,26,5,-4,1016,0.9,0,0,0
28327,2013,3,26,6,-4,1016,0.89,0,0,0
28328,2013,3,26,7,-3,1017,0.89,0,0,0
28329,2013,3,26,8,0,1016,1.79,0,0,4
28330,2013,3,26,9,0,1016,4.92,0,0,5
28331,2013,3,26,10,0,1016,6.71,0,0,7
28332,2013,3,26,11,0,1015,8.5,0,0,8
28333,2013,3,26,12,0,1014,11.63,0,0,10
28334,2013,3,26,13,-1,1012,15.65,0,0,12
28335,2013,3,26,14,-2,1012,19.67,0,0,13
28336,2013,3,26,15,-3,1011,24.59,0,0,13
28337,2013,3,26,16,-3,1010,30.4,0,0,13
28338,2013,3,26,17,-2,1009,34.42,0,0,13
28339,2013,3,26,18,-1,1009,37.55,0,0,12
28340,2013,3,26,19,0,1009,0.89,0,0,9
28341,2013,3,26,20,1,1010,1.79,0,0,8
28342,2013,3,26,21,1,1010,3.58,0,0,10
28343,2013,3,26,22,1,1010,6.71,0,0,8
28344,2013,3,26,23,3,1010,10.73,0,0,9
28345,2013,3,27,0,3,1009,13.86,0,0,8
28346,2013,3,27,1,2,1009,16.99,0,0,6
28347,2013,3,27,2,3,1009,18.78,0,0,7
28348,2013,3,27,3,3,1008,20.57,0,0,5
28349,2013,3,27,4,4,1007,22.36,0,0,5
28350,2013,3,27,5,3,1007,24.15,0,0,5
28351,2013,3,27,6,4,1008,25.94,0,0,6
28352,2013,3,27,7,4,1009,0.89,0,0,6
28353,2013,3,27,8,4,1010,4.92,0,0,6
28354,2013,3,27,9,4,1010,6.71,0,0,8
28355,2013,3,27,10,5,1010,0.89,0,0,11
28356,2013,3,27,11,4,1009,1.79,0,0,13
28357,2013,3,27,12,2,1009,1.79,0,0,15
28358,2013,3,27,13,-6,1008,4.02,0,0,18
28359,2013,3,27,14,-6,1008,8.94,0,0,20
28360,2013,3,27,15,-8,1008,16.09,0,0,20
28361,2013,3,27,16,-10,1008,25.03,0,0,19
28362,2013,3,27,17,-15,1009,36.21,0,0,17
28363,2013,3,27,18,-18,1011,46.04,0,0,14
28364,2013,3,27,19,-19,1013,50.96,0,0,12
28365,2013,3,27,20,-19,1014,56.77,0,0,11
28366,2013,3,27,21,-19,1016,4.92,0,0,10
28367,2013,3,27,22,-19,1018,8.94,0,0,9
28368,2013,3,27,23,-19,1019,12.96,0,0,8
28369,2013,3,28,0,-18,1020,16.98,0,0,8
28370,2013,3,28,1,-19,1020,21.9,0,0,7
28371,2013,3,28,2,-19,1020,25.92,0,0,6
28372,2013,3,28,3,-17,1020,29.05,0,0,5
28373,2013,3,28,4,-18,1020,32.18,0,0,5
28374,2013,3,28,5,-16,1021,0.89,0,0,3
28375,2013,3,28,6,-13,1022,1.79,0,0,2
28376,2013,3,28,7,-12,1022,3.58,0,0,4
28377,2013,3,28,8,-20,1023,0.89,0,0,6
28378,2013,3,28,9,-20,1023,3.13,0,0,7
28379,2013,3,28,10,-21,1023,4.92,0,0,8
28380,2013,3,28,11,-20,1023,0.89,0,0,9
28381,2013,3,28,12,-14,1022,4.92,0,0,10
28382,2013,3,28,13,-11,1022,9.84,0,0,10
28383,2013,3,28,14,-14,1020,14.76,0,0,11
28384,2013,3,28,15,-16,1019,20.57,0,0,12
28385,2013,3,28,16,-17,1019,4.02,0,0,13
28386,2013,3,28,17,-21,1019,1.79,0,0,13
28387,2013,3,28,18,-18,1019,1.79,0,0,12
28388,2013,3,28,19,-16,1019,1.79,0,0,10
28389,2013,3,28,20,-7,1020,5.81,0,0,10
28390,2013,3,28,21,-4,1021,7.6,0,0,8
28391,2013,3,28,22,-3,1022,9.39,0,0,9
28392,2013,3,28,23,-3,1022,11.18,0,0,5
28393,2013,3,29,0,-3,1022,1.79,0,0,4
28394,2013,3,29,1,-3,1022,0.89,0,0,1
28395,2013,3,29,2,-4,1022,1.79,0,0,1
28396,2013,3,29,3,-4,1022,1.79,0,0,0
28397,2013,3,29,4,-6,1022,0.89,0,0,2
28398,2013,3,29,5,-6,1023,0.89,0,0,1
28399,2013,3,29,6,-5,1024,0.45,0,0,1
28400,2013,3,29,7,-3,1024,1.79,0,0,2
28401,2013,3,29,8,-3,1024,3.13,0,0,3
28402,2013,3,29,9,-4,1024,7.15,0,0,5
28403,2013,3,29,10,-8,1023,4.02,0,0,9
28404,2013,3,29,11,-11,1023,4.02,0,0,9
28405,2013,3,29,12,-14,1022,8.94,0,0,10
28406,2013,3,29,13,-11,1021,12.96,0,0,10
28407,2013,3,29,14,-8,1020,16.98,0,0,9
28408,2013,3,29,15,-9,1020,18.77,0,0,10
28409,2013,3,29,16,-9,1020,20.56,0,0,10
28410,2013,3,29,17,-7,1019,3.13,0,0,9
28411,2013,3,29,18,-6,1019,4.92,0,0,9
28412,2013,3,29,19,-4,1020,1.79,0,0,7
28413,2013,3,29,20,-4,1021,3.13,0,0,6
28414,2013,3,29,21,-5,1022,7.15,0,0,4
28415,2013,3,29,22,-5,1022,11.17,0,0,4
28416,2013,3,29,23,-7,1023,14.3,0,0,4
28417,2013,3,30,0,-6,1023,17.43,0,0,3
28418,2013,3,30,1,-6,1023,19.22,0,0,3
28419,2013,3,30,2,-7,1023,22.35,0,0,3
28420,2013,3,30,3,-8,1022,0.45,0,0,3
28421,2013,3,30,4,-7,1022,0.9,0,0,3
28422,2013,3,30,5,-8,1022,1.79,0,0,2
28423,2013,3,30,6,-7,1023,3.58,0,0,2
28424,2013,3,30,7,-5,1023,5.37,0,0,1
28425,2013,3,30,8,-7,1023,8.5,0,0,6
28426,2013,3,30,9,-7,1024,3.13,0,0,7
28427,2013,3,30,10,-7,1024,6.26,0,0,7
28428,2013,3,30,11,-6,1024,9.39,0,0,8
28429,2013,3,30,12,-6,1023,12.52,0,0,9
28430,2013,3,30,13,-5,1022,15.65,0,0,10
28431,2013,3,30,14,-4,1021,19.67,0,0,11
28432,2013,3,30,15,-2,1021,24.59,0,0,10
28433,2013,3,30,16,-1,1020,29.51,0,0,9
28434,2013,3,30,17,0,1020,33.53,0,0,7
28435,2013,3,30,18,0,1021,37.55,0,0,7
28436,2013,3,30,19,0,1021,41.57,0,0,6
28437,2013,3,30,20,0,1022,44.7,0,0,5
28438,2013,3,30,21,0,1023,47.83,0,0,4
28439,2013,3,30,22,0,1023,49.62,0,0,4
28440,2013,3,30,23,0,1024,51.41,0,0,3
28441,2013,3,31,0,1,1024,53.2,0,0,4
28442,2013,3,31,1,1,1024,56.33,0,0,4
28443,2013,3,31,2,1,1023,59.46,0,0,4
28444,2013,3,31,3,1,1023,61.25,0,0,4
28445,2013,3,31,4,1,1022,63.04,0,0,3
28446,2013,3,31,5,1,1022,64.83,0,0,3
28447,2013,3,31,6,1,1022,66.62,0,0,4
28448,2013,3,31,7,2,1022,68.41,0,0,4
28449,2013,3,31,8,2,1022,70.2,0,0,4
28450,2013,3,31,9,2,1022,73.33,0,0,4
28451,2013,3,31,10,2,1022,76.46,0,0,4
28452,2013,3,31,11,2,1021,79.59,0,0,5
28453,2013,3,31,12,3,1020,81.38,0,0,7
28454,2013,3,31,13,3,1018,83.17,0,0,6
28455,2013,3,31,14,3,1017,86.3,0,0,6
28456,2013,3,31,15,3,1016,88.09,0,0,7
28457,2013,3,31,16,3,1015,91.22,0,0,7
28458,2013,3,31,17,3,1015,1.79,0,0,7
28459,2013,3,31,18,3,1015,3.58,0,0,7
28460,2013,3,31,19,3,1015,3.13,0,0,5
28461,2013,3,31,20,2,1015,4.92,0,0,6
28462,2013,3,31,21,2,1015,8.05,0,0,5
28463,2013,3,31,22,3,1015,11.18,0,0,6
28464,2013,3,31,23,3,1015,14.31,0,0,7
28465,2013,4,1,0,3,1015,0.89,0,0,7
28466,2013,4,1,1,3,1015,4.02,0,0,6
28467,2013,4,1,2,2,1014,0.89,0,0,6
28468,2013,4,1,3,3,1014,3.13,0,0,7
28469,2013,4,1,4,3,1014,1.79,0,0,7
28470,2013,4,1,5,3,1013,0.89,0,0,4
28471,2013,4,1,6,2,1014,1.79,0,0,3
28472,2013,4,1,7,3,1014,3.58,0,0,6
28473,2013,4,1,8,4,1014,5.37,0,0,8
28474,2013,4,1,9,-3,1014,5.81,0,0,13
28475,2013,4,1,10,-4,1015,14.75,0,0,14
28476,2013,4,1,11,-4,1016,23.69,0,0,14
28477,2013,4,1,12,0,1016,31.74,0,0,15
28478,2013,4,1,13,-2,1016,8.94,0,0,15
28479,2013,4,1,14,-4,1017,14.75,0,0,16
28480,2013,4,1,15,-7,1017,8.05,0,0,15
28481,2013,4,1,16,-6,1017,5.81,0,0,15
28482,2013,4,1,17,-7,1018,9.83,0,0,14
28483,2013,4,1,18,-7,1019,11.62,0,0,14
28484,2013,4,1,19,-9,1020,4.02,0,0,11
28485,2013,4,1,20,-10,1021,7.15,0,0,8
28486,2013,4,1,21,-12,1022,12.07,0,0,10
28487,2013,4,1,22,-20,1022,16.99,0,0,10
28488,2013,4,1,23,-18,1023,21.91,0,0,9
28489,2013,4,2,0,-14,1023,1.79,0,0,6
28490,2013,4,2,1,-13,1023,3.13,0,0,4
28491,2013,4,2,2,-12,1023,0.89,0,0,4
28492,2013,4,2,3,-9,1023,3.13,0,0,1
28493,2013,4,2,4,-7,1022,0.45,0,0,1
28494,2013,4,2,5,-6,1022,1.34,0,0,-1
28495,2013,4,2,6,-5,1022,1.79,0,0,0
28496,2013,4,2,7,-4,1022,0.89,0,0,1
28497,2013,4,2,8,-2,1022,1.79,0,0,6
28498,2013,4,2,9,-3,1021,3.58,0,0,8
28499,2013,4,2,10,-1,1021,1.79,0,0,10
28500,2013,4,2,11,1,1019,3.58,0,0,13
28501,2013,4,2,12,-2,1018,4.02,0,0,14
28502,2013,4,2,13,-3,1016,8.04,0,0,16
28503,2013,4,2,14,-3,1015,12.96,0,0,17
28504,2013,4,2,15,-4,1014,17.88,0,0,18
28505,2013,4,2,16,-5,1013,23.69,0,0,18
28506,2013,4,2,17,-5,1012,28.61,0,0,18
28507,2013,4,2,18,-5,1011,32.63,0,0,17
28508,2013,4,2,19,-3,1011,36.65,0,0,14
28509,2013,4,2,20,-3,1011,39.78,0,0,14
28510,2013,4,2,21,-2,1012,41.57,0,0,11
28511,2013,4,2,22,-1,1011,43.36,0,0,10
28512,2013,4,2,23,-2,1011,0.89,0,0,11
28513,2013,4,3,0,-2,1011,1.78,0,0,8
28514,2013,4,3,1,-1,1010,0.89,0,0,6
28515,2013,4,3,2,-1,1010,1.79,0,0,5
28516,2013,4,3,3,-1,1009,0.89,0,0,3
28517,2013,4,3,4,-1,1010,0.89,0,0,3
28518,2013,4,3,5,-1,1010,0.89,0,0,3
28519,2013,4,3,6,0,1010,0.89,0,0,4
28520,2013,4,3,7,1,1011,1.79,0,0,4
28521,2013,4,3,8,1,1012,3.58,0,0,10
28522,2013,4,3,9,-1,1012,3.13,0,0,13
28523,2013,4,3,10,-1,1012,4.02,0,0,17
28524,2013,4,3,11,0,1012,8.04,0,0,18
28525,2013,4,3,12,0,1012,15.19,0,0,18
28526,2013,4,3,13,2,1011,21,0,0,19
28527,2013,4,3,14,-1,1012,28.15,0,0,18
28528,2013,4,3,15,-1,1012,36.2,0,0,17
28529,2013,4,3,16,-3,1012,44.25,0,0,16
28530,2013,4,3,17,-4,1012,50.06,0,0,16
28531,2013,4,3,18,-4,1013,54.98,0,0,14
28532,2013,4,3,19,-4,1014,58.11,0,0,12
28533,2013,4,3,20,-4,1015,59.9,0,0,11
28534,2013,4,3,21,-4,1015,61.69,0,0,10
28535,2013,4,3,22,-4,1016,64.82,0,0,9
28536,2013,4,3,23,-4,1016,66.61,0,0,8
28537,2013,4,4,0,-3,1016,68.4,0,0,7
28538,2013,4,4,1,-4,1016,71.53,0,0,9
28539,2013,4,4,2,-4,1015,73.32,0,0,9
28540,2013,4,4,3,-4,1015,76.45,0,0,8
28541,2013,4,4,4,-4,1015,79.58,0,0,9
28542,2013,4,4,5,-4,1014,81.37,0,0,8
28543,2013,4,4,6,-3,1015,83.16,0,0,8
28544,2013,4,4,7,-4,1015,0.89,0,0,9
28545,2013,4,4,8,-4,1015,1.79,0,0,10
28546,2013,4,4,9,-5,1015,0.89,0,0,10
28547,2013,4,4,10,-5,1016,1.78,0,0,10
28548,2013,4,4,11,-5,1015,2.67,0,0,11
28549,2013,4,4,12,-5,1014,3.56,0,0,11
28550,2013,4,4,13,-5,1013,1.79,0,0,11
28551,2013,4,4,14,-5,1013,5.81,0,0,11
28552,2013,4,4,15,-1,1012,10.73,0,0,9
28553,2013,4,4,16,4,1012,16.54,0,1,7
28554,2013,4,4,17,5,1013,21.46,0,2,7
28555,2013,4,4,18,5,1013,26.38,0,3,6
28556,2013,4,4,19,5,1014,30.4,0,4,6
